"","tmt","plot","year","species.name","cover","guild","site"
"808","C",28,2002,"Castilleja attenuata ",5,"NAF","Angelo"
"809","C",28,2009,"Castilleja attenuata ",1,"NAF","Angelo"
"810","C",28,2015,"Castilleja attenuata ",2,"NAF","Angelo"
"811","C",33,2007,"Aphanes occidentalis ",1,"NAF","Angelo"
"812","C",6,2004,"Linanthus bicolor ",1,"NAF","Angelo"
"813","C",28,2010,"Linanthus bicolor ",1,"NAF","Angelo"
"814","C",28,2011,"Linanthus bicolor ",2,"NAF","Angelo"
"815","C",33,2003,"Linanthus bicolor ",2,"NAF","Angelo"
"816","C",6,2002,"Trichostema lanceolatum ",1,"NAF","Angelo"
"817","C",6,2003,"Trichostema lanceolatum ",5,"NAF","Angelo"
"818","C",6,2004,"Trichostema lanceolatum ",6,"NAF","Angelo"
"819","C",6,2007,"Trichostema lanceolatum ",9,"NAF","Angelo"
"820","C",6,2008,"Trichostema lanceolatum ",1,"NAF","Angelo"
"821","C",6,2010,"Trichostema lanceolatum ",1,"NAF","Angelo"
"822","C",17,2005,"Trichostema lanceolatum ",1,"NAF","Angelo"
"823","C",24,2002,"Trichostema lanceolatum ",1,"NAF","Angelo"
"824","C",24,2005,"Trichostema lanceolatum ",3,"NAF","Angelo"
"825","C",24,2010,"Trichostema lanceolatum ",4,"NAF","Angelo"
"826","C",28,2010,"Trichostema lanceolatum ",2,"NAF","Angelo"
"827","C",33,2003,"Trichostema lanceolatum ",4,"NAF","Angelo"
"828","C",33,2006,"Trichostema lanceolatum ",1,"NAF","Angelo"
"829","C",33,2007,"Trichostema lanceolatum ",2,"NAF","Angelo"
"830","C",33,2010,"Trichostema lanceolatum ",1,"NAF","Angelo"
"831","C",33,2014,"Trichostema lanceolatum ",3,"NAF","Angelo"
"832","C",6,2012,"Eremocarpus setigerus ",1,"NAF","Angelo"
"833","C",28,2007,"Eremocarpus setigerus ",1,"NAF","Angelo"
"834","C",33,2009,"Eremocarpus setigerus ",1,"NAF","Angelo"
"835","C",33,2004,"Geranium dissectum ",7,"EAF","Angelo"
"836","C",17,2002,"Epilobium brachycarpum ",7,"NAF","Angelo"
"837","C",17,2003,"Epilobium brachycarpum ",2,"NAF","Angelo"
"838","C",24,2002,"Epilobium brachycarpum ",4,"NAF","Angelo"
"839","C",24,2003,"Epilobium brachycarpum ",2,"NAF","Angelo"
"840","C",24,2004,"Epilobium brachycarpum ",3,"NAF","Angelo"
"841","C",28,2002,"Epilobium brachycarpum ",1,"NAF","Angelo"
"842","C",33,2002,"Epilobium brachycarpum ",3,"NAF","Angelo"
"843","C",33,2003,"Epilobium brachycarpum ",3,"NAF","Angelo"
"844","C",33,2004,"Epilobium brachycarpum ",3,"NAF","Angelo"
"845","C",6,2002,"Clarkia purpurea ",2,"NAF","Angelo"
"846","C",6,2006,"Clarkia purpurea ",2,"NAF","Angelo"
"847","C",6,2008,"Clarkia purpurea ",2,"NAF","Angelo"
"848","C",6,2010,"Clarkia purpurea ",4,"NAF","Angelo"
"849","C",6,2011,"Clarkia purpurea ",1,"NAF","Angelo"
"850","C",6,2013,"Clarkia purpurea ",4,"NAF","Angelo"
"851","C",6,2015,"Clarkia purpurea ",4,"NAF","Angelo"
"852","C",17,2003,"Clarkia purpurea ",4,"NAF","Angelo"
"853","C",17,2007,"Clarkia purpurea ",3,"NAF","Angelo"
"854","C",17,2008,"Clarkia purpurea ",7,"NAF","Angelo"
"855","C",17,2009,"Clarkia purpurea ",1,"NAF","Angelo"
"856","C",17,2010,"Clarkia purpurea ",4,"NAF","Angelo"
"857","C",17,2013,"Clarkia purpurea ",5,"NAF","Angelo"
"858","C",17,2015,"Clarkia purpurea ",3,"NAF","Angelo"
"859","C",24,2007,"Clarkia purpurea ",1,"NAF","Angelo"
"860","C",24,2009,"Clarkia purpurea ",1,"NAF","Angelo"
"861","C",24,2010,"Clarkia purpurea ",2,"NAF","Angelo"
"862","C",24,2011,"Clarkia purpurea ",2,"NAF","Angelo"
"863","C",24,2013,"Clarkia purpurea ",1,"NAF","Angelo"
"864","C",24,2015,"Clarkia purpurea ",1,"NAF","Angelo"
"865","C",28,2007,"Clarkia purpurea ",4,"NAF","Angelo"
"866","C",28,2009,"Clarkia purpurea ",1,"NAF","Angelo"
"867","C",28,2010,"Clarkia purpurea ",5,"NAF","Angelo"
"868","C",28,2011,"Clarkia purpurea ",5,"NAF","Angelo"
"869","C",28,2012,"Clarkia purpurea ",2,"NAF","Angelo"
"870","C",28,2013,"Clarkia purpurea ",3,"NAF","Angelo"
"871","C",28,2014,"Clarkia purpurea ",6,"NAF","Angelo"
"872","C",28,2015,"Clarkia purpurea ",3,"NAF","Angelo"
"873","C",33,2006,"Clarkia purpurea ",1,"NAF","Angelo"
"874","C",33,2009,"Clarkia purpurea ",2,"NAF","Angelo"
"875","C",33,2010,"Clarkia purpurea ",2,"NAF","Angelo"
"876","C",33,2013,"Clarkia purpurea ",2,"NAF","Angelo"
"877","C",6,2005,"Plagiobothrys nothofulvus ",1,"NAF","Angelo"
"878","C",6,2009,"Plagiobothrys nothofulvus ",1,"NAF","Angelo"
"879","C",6,2010,"Plagiobothrys nothofulvus ",5,"NAF","Angelo"
"880","C",6,2011,"Plagiobothrys nothofulvus ",2,"NAF","Angelo"
"881","C",6,2013,"Plagiobothrys nothofulvus ",1,"NAF","Angelo"
"882","C",6,2014,"Plagiobothrys nothofulvus ",9,"NAF","Angelo"
"883","C",6,2015,"Plagiobothrys nothofulvus ",4,"NAF","Angelo"
"884","C",17,2008,"Plagiobothrys nothofulvus ",6,"NAF","Angelo"
"885","C",17,2010,"Plagiobothrys nothofulvus ",3,"NAF","Angelo"
"886","C",17,2011,"Plagiobothrys nothofulvus ",2,"NAF","Angelo"
"887","C",17,2013,"Plagiobothrys nothofulvus ",4,"NAF","Angelo"
"888","C",17,2014,"Plagiobothrys nothofulvus ",5,"NAF","Angelo"
"889","C",17,2015,"Plagiobothrys nothofulvus ",5,"NAF","Angelo"
"890","C",24,2010,"Plagiobothrys nothofulvus ",2,"NAF","Angelo"
"891","C",24,2013,"Plagiobothrys nothofulvus ",1,"NAF","Angelo"
"892","C",24,2014,"Plagiobothrys nothofulvus ",5,"NAF","Angelo"
"893","C",24,2015,"Plagiobothrys nothofulvus ",5,"NAF","Angelo"
"894","C",28,2008,"Plagiobothrys nothofulvus ",3,"NAF","Angelo"
"895","C",28,2010,"Plagiobothrys nothofulvus ",6,"NAF","Angelo"
"896","C",28,2014,"Plagiobothrys nothofulvus ",8,"NAF","Angelo"
"897","C",28,2015,"Plagiobothrys nothofulvus ",6,"NAF","Angelo"
"898","C",33,2005,"Plagiobothrys nothofulvus ",1,"NAF","Angelo"
"899","C",33,2007,"Plagiobothrys nothofulvus ",4,"NAF","Angelo"
"900","C",33,2008,"Plagiobothrys nothofulvus ",5,"NAF","Angelo"
"901","C",33,2009,"Plagiobothrys nothofulvus ",3,"NAF","Angelo"
"902","C",33,2010,"Plagiobothrys nothofulvus ",4,"NAF","Angelo"
"903","C",33,2011,"Plagiobothrys nothofulvus ",2,"NAF","Angelo"
"904","C",33,2013,"Plagiobothrys nothofulvus ",8,"NAF","Angelo"
"905","C",33,2014,"Plagiobothrys nothofulvus ",8,"NAF","Angelo"
"906","C",33,2015,"Plagiobothrys nothofulvus ",4,"NAF","Angelo"
"907","C",6,2014,"Cerastium glomeratum ",3,"EAF","Angelo"
"908","C",28,2002,"Cerastium glomeratum ",1,"EAF","Angelo"
"909","C",6,2011,"Erodium cicutarium ",3,"EAF","Angelo"
"910","C",6,2013,"Erodium cicutarium ",2,"EAF","Angelo"
"911","C",6,2014,"Erodium cicutarium ",9,"EAF","Angelo"
"912","C",17,2008,"Erodium cicutarium ",1,"EAF","Angelo"
"913","C",17,2009,"Erodium cicutarium ",6,"EAF","Angelo"
"914","C",17,2010,"Erodium cicutarium ",12,"EAF","Angelo"
"915","C",17,2011,"Erodium cicutarium ",4,"EAF","Angelo"
"916","C",17,2013,"Erodium cicutarium ",6,"EAF","Angelo"
"917","C",17,2014,"Erodium cicutarium ",10,"EAF","Angelo"
"918","C",24,2007,"Erodium cicutarium ",2,"EAF","Angelo"
"919","C",24,2008,"Erodium cicutarium ",3,"EAF","Angelo"
"920","C",24,2009,"Erodium cicutarium ",9,"EAF","Angelo"
"921","C",24,2010,"Erodium cicutarium ",6,"EAF","Angelo"
"922","C",24,2011,"Erodium cicutarium ",6,"EAF","Angelo"
"923","C",24,2013,"Erodium cicutarium ",3,"EAF","Angelo"
"924","C",24,2014,"Erodium cicutarium ",12,"EAF","Angelo"
"925","C",28,2009,"Erodium cicutarium ",3,"EAF","Angelo"
"926","C",28,2010,"Erodium cicutarium ",3,"EAF","Angelo"
"927","C",28,2011,"Erodium cicutarium ",3,"EAF","Angelo"
"928","C",28,2013,"Erodium cicutarium ",2,"EAF","Angelo"
"929","C",28,2014,"Erodium cicutarium ",4,"EAF","Angelo"
"930","C",33,2003,"Erodium cicutarium ",2,"EAF","Angelo"
"931","C",33,2007,"Erodium cicutarium ",8,"EAF","Angelo"
"932","C",33,2008,"Erodium cicutarium ",7,"EAF","Angelo"
"933","C",33,2009,"Erodium cicutarium ",6,"EAF","Angelo"
"934","C",33,2010,"Erodium cicutarium ",8,"EAF","Angelo"
"935","C",33,2011,"Erodium cicutarium ",13,"EAF","Angelo"
"936","C",33,2013,"Erodium cicutarium ",7,"EAF","Angelo"
"937","C",33,2014,"Erodium cicutarium ",16,"EAF","Angelo"
"938","C",6,2005,"Cerastium glomeratum ",2,"EAF","Angelo"
"939","C",17,2008,"Cerastium glomeratum ",1,"EAF","Angelo"
"940","C",17,2010,"Cerastium glomeratum ",1,"EAF","Angelo"
"941","C",28,2003,"Cerastium glomeratum ",1,"EAF","Angelo"
"942","C",28,2004,"Cerastium glomeratum ",1,"EAF","Angelo"
"943","C",17,2007,"Hemizonia congesta ",12,"NAF","Angelo"
